Retention volume (mL),0.5hr,1.5hr,1hr,2.5hr,5hr,PPS
1.033333,0.07989848,0.09528363,-0.1436609,0.03202527,-0.3295498,0.1094645
1.036667,0.08095225,0.09389818,-0.1443506,0.03236944,-0.3302143,0.1111987
1.04,0.08240274,0.09350836,-0.1461466,0.03461333,-0.3308749,0.1138369
1.043333,0.08265542,0.09361828,-0.1478397,0.03745995,-0.3310396,0.11617
1.046667,0.08031029,0.09423173,-0.1493305,0.03930712,-0.332303,0.1183047
1.05,0.07816353,0.09494437,-0.1505238,0.04105129,-0.3343636,0.1187418
1.053333,0.07601676,0.09545482,-0.1519154,0.04049519,-0.3345283,0.1198771
1.056667,0.07546835,0.09496583,-0.1548101,0.04014128,-0.33459,0.1222101
1.06,0.07582022,0.0926763,-0.1589025,0.03968818,-0.3345526,0.1257448
1.063333,0.07597371,0.09148921,-0.1618963,0.03963181,-0.3331151,0.1294817
1.066667,0.0768253,0.09170212,-0.163288,0.04087625,-0.3319752,0.1312158
1.07,0.07578098,0.09291067,-0.163581,0.04162097,-0.3317394,0.1324541
1.073333,0.07483203,0.0957252,-0.1626762,0.04186596,-0.3315035,0.1322885
1.076667,0.07328417,0.09813537,-0.1618668,0.04191259,-0.3301653,0.1311235
1.08,0.07413958,0.09924856,-0.1630601,0.03995651,-0.3281251,0.1293596
1.083333,0.07419008,0.1001596,-0.1644555,0.03750451,-0.3240898,0.1275918
1.086667,0.07554521,0.1008684,-0.167148,0.03644869,-0.3199516,0.1270296
1.09,0.07579789,0.1038813,-0.1687418,0.03589259,-0.3170149,0.1269632
1.093333,0.07605056,0.1060931,-0.1684321,0.03733922,-0.314578,0.1285981
1.096667,0.07430434,0.1098041,-0.1671268,0.04068556,-0.3130375,0.1290353
1.1,0.07165785,0.1138164,-0.1669201,0.04292945,-0.3134006,0.1289689
1.103333,0.06911054,0.1154293,-0.1667133,0.04357499,-0.3121653,0.1283036
1.106667,0.06726132,0.1163403,-0.1665066,0.04301889,-0.3097284,0.1286416
1.11,0.06791455,0.1171521,-0.1677991,0.0432677,-0.3088899,0.1301774
1.113333,0.06786968,0.1190626,-0.1688932,0.04541241,-0.3080513,0.1316102
1.116667,0.06602046,0.1208739,-0.1697851,0.04785467,-0.3066139,0.133146
1.12,0.06347315,0.1244857,-0.1697768,0.05100265,-0.3076789,0.1343804
1.123333,0.06082666,0.1281966,-0.1693717,0.05244546,-0.3069395,0.1334176
1.126667,0.05958017,0.1312096,-0.169165,0.05309099,-0.3072034,0.131852
1.13,0.05903176,0.1315216,-0.1703583,0.05223735,-0.3069638,0.1303856
1.133333,0.05858635,0.1307313,-0.1702508,0.05118153,-0.3064266,0.1313225
1.136667,0.05803794,0.1290445,-0.1707421,0.0509268,-0.3048899,0.1316567
1.14,0.05789389,0.1279566,-0.1696352,0.05177451,-0.3047533,0.1314911
1.143333,0.05764685,0.1292681,-0.1679293,0.05211869,-0.3057153,0.1302269
1.146667,0.05729681,0.1312777,-0.1660212,0.05276422,-0.3069786,0.1288635
1.15,0.05765248,0.1328906,-0.1632129,0.0511095,-0.3094398,0.1253983
1.153333,0.05730244,0.1344006,-0.160107,0.04775342,-0.3107031,0.1217346
1.156667,0.05845539,0.134911,-0.1597019,0.04490088,-0.3099638,0.1202682
1.16,0.05931079,0.1351239,-0.1599949,0.0421437,-0.3102277,0.1193054
1.163333,0.06186373,0.1356344,-0.1604863,0.04119088,-0.3104916,0.1200401
1.166667,0.06301668,0.1383459,-0.1585782,0.0419356,-0.3108508,0.1206756
1.17,0.06286881,0.1412596,-0.1560713,0.04388194,-0.313415,0.1209106
1.173333,0.06272095,0.1432693,-0.1532668,0.04572529,-0.3160783,0.1188453
1.176667,0.06167282,0.1441803,-0.1511603,0.04617247,-0.3169411,0.1171806
1.18,0.06222686,0.1433937,-0.1502517,0.04591773,-0.317102,0.1164161
1.183333,0.06347899,0.1427064,-0.1495453,0.04716218,-0.3176673,0.11725
1.186667,0.06463194,0.1407182,-0.1487397,0.04940607,-0.317729,0.1192855
1.19,0.06438489,0.1402292,-0.1476327,0.05285159,-0.3188893,0.1215232
1.193333,0.06284085,0.1418383,-0.1458238,0.05609875,-0.3192524,0.1239555
1.196667,0.06089245,0.1426501,-0.1429163,0.05944128,-0.3221141,0.1240913
1.2,0.05924541,0.1434619,-0.1414088,0.06168899,-0.3240794,0.1232276
1.203333,0.05809809,0.1435757,-0.1408015,0.06193398,-0.3254419,0.1227645
1.206667,0.05704996,0.1407864,-0.1425975,0.06097734,-0.3251031,0.1250976
1.21,0.05810373,0.1375966,-0.1428905,0.06082561,-0.3245659,0.1272323
1.213333,0.05965722,0.1358106,-0.1434811,0.06146733,-0.3245285,0.128768
1.216667,0.06100853,0.1351194,-0.1438733,0.06301313,-0.3255896,0.1297049
1.22,0.06076149,0.1343329,-0.1436666,0.06426139,-0.3274519,0.127838
1.223333,0.05961417,0.1323447,-0.1430593,0.06450638,-0.3286161,0.1248725
1.226667,0.06016821,0.1296546,-0.1418532,0.06285165,-0.3283802,0.122811
1.23,0.06052007,0.1259651,-0.1414481,0.06099475,-0.3269427,0.1217451
1.233333,0.06087575,0.1212799,-0.1425384,0.05924084,-0.324605,0.1213812
1.236667,0.06102924,0.1177888,-0.1430336,0.05938665,-0.3220651,0.1218146
1.24,0.06178165,0.1158006,-0.1424263,0.06003219,-0.3214287,0.1219504
1.243333,0.06243487,0.1148119,-0.1417199,0.06177635,-0.3217918,0.120587
1.246667,0.06078783,0.1143229,-0.1404108,0.06292162,-0.3223533,0.1178198
1.25,0.05923998,0.1133342,-0.1393038,0.06206798,-0.3215147,0.1153578
1.253333,0.0584932,0.1107471,-0.1387995,0.06101216,-0.3200773,0.112892
1.256667,0.05974533,0.1063595,-0.1393901,0.06005934,-0.3189412,0.1113264
1.26,0.06149719,0.1021702,-0.1418842,0.06030433,-0.3168056,0.1096617
1.263333,0.06305068,0.1003804,-0.1435772,0.06144959,-0.3148646,0.1099958
1.266667,0.06300581,0.09899499,-0.1426686,0.06319376,-0.3143274,0.110433
1.27,0.06295713,0.09870435,-0.1410619,0.06514011,-0.3149919,0.110668
1.273333,0.06180982,0.09921862,-0.1403554,0.06458401,-0.3170525,0.1087018
1.276667,0.06126141,0.09982827,-0.1420484,0.06172765,-0.3181175,0.1071363
1.28,0.06211681,0.1001404,-0.1437415,0.05927566,-0.3185797,0.1063718
1.283333,0.06526867,0.1003533,-0.1465369,0.05701821,-0.3174398,0.1077092
1.286667,0.0692216,0.1018632,-0.1482299,0.05536348,-0.3167043,0.1100423
1.29,0.07147318,0.1051736,-0.1490227,0.05441066,-0.316766,0.1120778
1.293333,0.07262613,0.1084879,-0.1500138,0.05355702,-0.3173274,0.1128163
1.296667,0.07277963,0.1112986,-0.1507073,0.05280256,-0.3188922,0.1119489
1.3,0.07203285,0.113808,-0.150802,0.05054511,-0.3188547,0.1119855
1.303333,0.07108772,0.1148219,-0.1525942,0.04669312,-0.3174172,0.1132199
1.306667,0.0693415,0.1149319,-0.1547869,0.04433649,-0.3150795,0.1150571
1.31,0.06929281,0.1143437,-0.155778,0.04298312,-0.3109412,0.1169896
1.313333,0.06914495,0.1156552,-0.1557735,0.04292675,-0.3075049,0.1195248
1.316667,0.06789845,0.1181684,-0.1558643,0.04397283,-0.3056669,0.1207631
1.32,0.06635059,0.121578,-0.1552571,0.04471755,-0.3045308,0.1217953
1.323333,0.06340274,0.1242896,-0.1544514,0.04436364,-0.3024906,0.122633
1.326667,0.06085925,0.1257003,-0.1531461,0.0441089,-0.2997561,0.1232685
1.33,0.05971194,0.1241127,-0.1537367,0.04335444,-0.296316,0.1238011
1.333333,0.0586638,0.1229256,-0.154331,0.04419835,-0.2943788,0.1244366
1.336667,0.05581513,0.1223374,-0.1532241,0.04554579,-0.2926438,0.1264721
1.34,0.05306946,0.1226495,-0.1504157,0.04838859,-0.292305,0.1298084
1.343333,0.04912216,0.1234613,-0.1478096,0.05143357,-0.2951667,0.1328434
1.346667,0.04517486,0.1247728,-0.1464012,0.05337992,-0.2987303,0.1352795
1.35,0.04102919,0.1264811,-0.1451951,0.05402545,-0.3018934,0.1351139
1.353333,0.03948133,0.128094,-0.1445878,0.05436962,-0.303954,0.1355472
1.356667,0.0398332,0.1291042,-0.1445833,0.0547138,-0.3063159,0.1361828
1.36,0.03948697,0.1302174,-0.1435755,0.05616042,-0.306679,0.1378177
1.363333,0.04033855,0.1321278,-0.1429683,0.05780541,-0.3084421,0.1397541
1.366667,0.0414915,0.1344388,-0.1428607,0.06005312,-0.311403,0.1410915
1.37,0.04204554,0.1362501,-0.1409527,0.06199565,-0.3141693,0.1398235
1.373333,0.04189768,0.1375616,-0.1398457,0.06214146,-0.3164283,0.1397609
1.376667,0.04085336,0.1376754,-0.1394406,0.06078809,-0.3188933,0.1395954
1.38,0.04160577,0.1353858,-0.1396344,0.060232,-0.3193555,0.1406314
1.383333,0.04315926,0.1314979,-0.1397253,0.06077835,-0.3182195,0.142068
1.386667,0.04341194,0.1278084,-0.1393202,0.06232416,-0.3168812,0.1435008
1.39,0.04516379,0.1255227,-0.1395102,0.06316806,-0.317641,0.1460361
1.393333,0.04641593,0.1235345,-0.1392043,0.06301251,-0.3200068,0.1477702
1.396667,0.0460697,0.1232439,-0.1386963,0.06265859,-0.3216669,0.1489055
1.4,0.04582265,0.1208552,-0.1406906,0.06090469,-0.3215302,0.1502429
1.403333,0.04677723,0.117467,-0.142685,0.0595475,-0.3211914,0.1508784
1.406667,0.04802936,0.1126789,-0.1451753,0.05829332,-0.3200553,0.1533145
1.41,0.04898013,0.1095921,-0.1472688,0.05803859,-0.3183165,0.1555483
1.413333,0.04923281,0.1078022,-0.1476648,0.05848576,-0.3185804,0.1573817
1.416667,0.04768877,0.1071149,-0.1478549,0.05932966,-0.3218426,0.1592188
1.42,0.04593873,0.1068243,-0.1474498,0.06037574,-0.3246051,0.1600527
1.423333,0.04419251,0.1060377,-0.1465412,0.06102128,-0.3257693,0.1594904
1.426667,0.04474655,0.1044463,-0.1476353,0.06016763,-0.3270288,0.1590235
1.43,0.04559814,0.1029578,-0.1490269,0.05911181,-0.326793,0.1592585
1.433333,0.04525191,0.1025718,-0.1492208,0.05845654,-0.3256569,0.159894
1.436667,0.04580595,0.1025826,-0.1499143,0.05900289,-0.3241165,0.1605295
1.44,0.04655835,0.1028947,-0.1493071,0.06074706,-0.3228812,0.1606653
1.443333,0.04671185,0.1047059,-0.1496001,0.06269341,-0.3233434,0.1614992
1.446667,0.0457629,0.1073183,-0.1501945,0.06303758,-0.3249043,0.1606356
1.45,0.04371532,0.1095301,-0.1504875,0.06168422,-0.326469,0.1609697
1.453333,0.04246882,0.1098422,-0.1521805,0.05992649,-0.3263324,0.1620058
1.456667,0.04232096,0.1086513,-0.1532708,0.06047285,-0.3251925,0.163141
1.46,0.04187555,0.1080631,-0.1556657,0.06141974,-0.3242548,0.1653787
1.463333,0.04143014,0.1083752,-0.1565576,0.06316391,-0.3255181,0.1661134
1.466667,0.04118309,0.1108884,-0.1570528,0.06461053,-0.3270828,0.1662492
1.47,0.03863579,0.1130964,-0.1580439,0.06515308,-0.3299445,0.1658815
1.473333,0.03708793,0.1148085,-0.1586383,0.06609997,-0.3315054,0.16382
1.476667,0.03653952,0.1143195,-0.160831,0.06534551,-0.3326696,0.164055
1.48,0.03719274,0.1122321,-0.1632221,0.06509078,-0.3324299,0.1654878
1.483333,0.03834569,0.1102439,-0.1657162,0.06623604,-0.3319919,0.1664247
1.486667,0.03880055,0.1100563,-0.1666082,0.06778184,-0.332355,0.1671594
1.49,0.03945377,0.1118676,-0.1663023,0.07062465,-0.3341181,0.1673944
1.493333,0.03820346,0.1130799,-0.1647947,0.07387181,-0.3373803,0.1677285
1.496667,0.03645724,0.1141893,-0.1639891,0.0747157,-0.3391434,0.1664643
1.5,0.03591265,0.1135019,-0.1645797,0.07466315,-0.3402046,0.1665009
1.503333,0.03506288,0.112414,-0.1649757,0.07370652,-0.3403693,0.1679337
1.506667,0.03581528,0.1115245,-0.1662682,0.07415368,-0.3400305,0.1694695
1.51,0.0385704,0.1105358,-0.1666604,0.07539813,-0.3383946,0.1720048
1.513333,0.0407228,0.111649,-0.1659539,0.07804257,-0.3352558,0.1741395
1.516667,0.04227629,0.1136586,-0.1647478,0.08169027,-0.3347186,0.1750763
1.52,0.04252898,0.1154699,-0.1641405,0.08583388,-0.3356806,0.1747124
1.523333,0.04238111,0.1170828,-0.1645327,0.08767723,-0.3366426,0.173246
1.526667,0.04433515,0.1178946,-0.1653254,0.08882249,-0.3366051,0.1736832
1.53,0.04648754,0.1169059,-0.167419,0.09166911,-0.3370674,0.1750168
1.533333,0.04884212,0.1159171,-0.1679104,0.09521382,-0.3382316,0.1763542
1.536667,0.05239451,0.1163284,-0.168005,0.09925824,-0.3398955,0.1775887
1.54,0.05304774,0.1169419,-0.1667989,0.1024062,-0.344058,0.1784225
1.543333,0.05309824,0.117952,-0.1658903,0.1059509,-0.3479191,0.176857
1.546667,0.05265283,0.118863,-0.1658819,0.1076951,-0.3520817,0.1740936
1.55,0.0522036,0.1180765,-0.1662779,0.1075395,-0.3556453,0.1727302
1.553333,0.05265846,0.1164851,-0.1675704,0.1071856,-0.3583086,0.1712639
1.556667,0.05371223,0.1148974,-0.1688629,0.1067325,-0.3593698,0.1713997
1.56,0.0553649,0.1147098,-0.1688545,0.1081753,-0.3588326,0.1701355
1.563333,0.05581594,0.1146213,-0.16885,0.1100225,-0.3604927,0.1700691
1.566667,0.05537053,0.1163334,-0.1682427,0.1099661,-0.3611571,0.1683051
1.57,0.05292241,0.1175458,-0.1671358,0.1091125,-0.3620199,0.1650421
1.573333,0.04997456,0.1170568,-0.166128,0.106157,-0.3600827,0.162374
1.576667,0.04692752,0.1148665,-0.1658221,0.1030031,-0.3580464,0.1595115
1.58,0.0458832,0.1116805,-0.1666148,0.0995478,-0.3558078,0.1584457
1.583333,0.0453348,0.1108901,-0.1682086,0.09639389,-0.3523715,0.1585815
1.586667,0.04358857,0.1112022,-0.1690014,0.09513971,-0.3491335,0.159217
1.59,0.04114045,0.1113121,-0.1695919,0.09498416,-0.3477952,0.1598525
1.593333,0.0381926,0.1123261,-0.1700871,0.09532833,-0.347258,0.1584891
1.596667,0.03474502,0.1133363,-0.1705785,0.09367361,-0.3459197,0.1575225
1.6,0.03289962,0.1125498,-0.1719702,0.09352187,-0.3444823,0.1563575
1.603333,0.03195448,0.1120608,-0.1752654,0.09406441,-0.3422437,0.1566916
1.606667,0.03330579,0.1117701,-0.1785567,0.0957094,-0.3396085,0.1588301
1.61,0.03385983,0.1110828,-0.1795516,0.09785411,-0.3370686,0.1625632
1.613333,0.03471142,0.1112957,-0.1804436,0.1006015,-0.3366343,0.1660979
1.616667,0.03406383,0.1121075,-0.1795388,0.1042454,-0.3365969,0.167935
1.62,0.03291652,0.1113171,-0.1797288,0.1056921,-0.3373567,0.1677695
1.623333,0.03266947,0.1104276,-0.178824,0.1063376,-0.336522,0.1682028
1.626667,0.03352487,0.1086416,-0.1789148,0.105381,-0.3357826,0.169441
1.63,0.03637536,0.1064513,-0.1785098,0.1057289,-0.334944,0.1718733
1.633333,0.03813103,0.1042647,-0.1782039,0.1070726,-0.3352079,0.1744085
1.636667,0.03998207,0.1030738,-0.177795,0.1084162,-0.3359716,0.1766462
1.64,0.03983421,0.1017876,-0.1756885,0.1092639,-0.3378338,0.1771826
1.643333,0.03828635,0.1013977,-0.1742802,0.1097073,-0.3399936,0.1765173
1.646667,0.03684149,0.1007104,-0.1723759,0.1079534,-0.3419589,0.1761495
1.65,0.03499227,0.09742141,-0.1710668,0.1043989,-0.3433214,0.176087
1.653333,0.03484822,0.09503269,-0.1705587,0.1011458,-0.3442834,0.17562
1.656667,0.03399845,0.0932467,-0.1715536,0.09869001,-0.3438454,0.1751569
1.66,0.03335468,0.09135771,-0.1726477,0.09723365,-0.3444068,0.1757925
1.663333,0.03250491,0.09106708,-0.172441,0.09687974,-0.3460707,0.1752263
1.666667,0.03095705,0.09168053,-0.1718338,0.09652582,-0.3494321,0.1743627
1.67,0.02781084,0.09089018,-0.1706238,0.09567218,-0.3526944,0.1719999
1.673333,0.02506516,0.09010363,-0.1703179,0.094315,-0.3545566,0.1689351
1.676667,0.02431839,0.08841302,-0.1725107,0.09286245,-0.3557208,0.1667669
1.68,0.02386917,0.08582594,-0.1734026,0.09220717,-0.3538828,0.1667043
1.683333,0.02402266,0.08423831,-0.1757975,0.09335244,-0.3541467,0.1682401
1.686667,0.02307753,0.08494712,-0.1760905,0.09559633,-0.3561082,0.1689748
1.69,0.02093077,0.08506086,-0.1754833,0.09754267,-0.3587715,0.16731
1.693333,0.018681,0.08457186,-0.1749752,0.09848576,-0.3609351,0.1653439
1.696667,0.01563397,0.08458259,-0.1753712,0.09913129,-0.3608977,0.1629811
1.7,0.0135902,0.08449414,-0.1758626,0.09847983,-0.3609594,0.1625142
1.703333,0.01274043,0.08400515,-0.1773572,0.09742402,-0.3604222,0.1623524
1.706667,0.01399256,0.08481696,-0.1792486,0.09876764,-0.3604839,0.1623852
1.71,0.01494715,0.08533123,-0.1799422,0.1004126,-0.3614459,0.1622197
1.713333,0.01489847,0.08684114,-0.1802352,0.1021606,-0.3631098,0.1607571
1.716667,0.0148536,0.08915213,-0.180429,0.1031037,-0.3652696,0.1590924
1.72,0.01390465,0.08966259,-0.1809204,0.1033487,-0.3670326,0.1567257
1.723333,0.01466087,0.08907441,-0.1805153,0.1029948,-0.3678955,0.1556637
1.726667,0.01641272,0.08818869,-0.1815064,0.1020419,-0.3669577,0.153896
1.73,0.01916403,0.08679943,-0.1826997,0.1025845,-0.3651197,0.1544323
1.733333,0.02151861,0.08541016,-0.1830919,0.1030317,-0.3624845,0.1546673
1.736667,0.02436909,0.08502035,-0.1819849,0.103475,-0.3625462,0.1556042
1.74,0.02762394,0.084333,-0.1798785,0.1047195,-0.3641071,0.1568386
1.743333,0.02817798,0.08544617,-0.1786723,0.1056664,-0.3662707,0.1575733
1.746667,0.02772876,0.08635717,-0.1788662,0.1051103,-0.3671335,0.1577091
1.75,0.02748171,0.08536845,-0.1786595,0.1028566,-0.3650971,0.1590427
1.753333,0.02823412,0.08508164,-0.1798489,0.1026019,-0.3631599,0.1617801
1.756667,0.02978761,0.08579046,-0.1820455,0.1011493,-0.3618217,0.1648151
1.76,0.03103974,0.08790308,-0.1827352,0.1005933,-0.3611853,0.1672511
1.763333,0.03059433,0.08921462,-0.182128,0.09953743,-0.3627462,0.1684856
1.766667,0.03004592,0.0910259,-0.181124,0.09908433,-0.363609,0.1682208
1.77,0.02860106,0.09373743,-0.1806159,0.0981277,-0.3644718,0.1675555
1.773333,0.02765211,0.0941487,-0.1800087,0.09547352,-0.3652354,0.1670924
1.776667,0.02820615,0.09476215,-0.1796036,0.09362043,-0.3657969,0.1681247
1.78,0.02885937,0.09497125,-0.1808961,0.0932627,-0.3678575,0.1687602
1.783333,0.02841396,0.09648497,-0.1800866,0.09351151,-0.3699219,0.1696971
1.786667,0.02736583,0.09889515,-0.1779802,0.09275323,-0.3736839,0.1707332
1.79,0.02561961,0.1021064,-0.1758738,0.09310123,-0.3788458,0.1700679
1.793333,0.02377039,0.1041199,-0.1742671,0.09194622,-0.38421,0.1689028
1.796667,0.02202417,0.1046303,-0.1742587,0.09029149,-0.3872739,0.1668376
1.8,0.02117821,0.1033402,-0.1751545,0.08943786,-0.3885334,0.1664736
1.803333,0.02252953,0.1015542,-0.177145,0.08968285,-0.3889957,0.166907
1.806667,0.02358329,0.09926471,-0.1778386,0.09082811,-0.3884585,0.1683436
1.81,0.02563651,0.09707436,-0.1764302,0.09217174,-0.3890238,0.1703791
1.813333,0.02748755,0.09508619,-0.1757238,0.09281727,-0.392286,0.1729143
1.816667,0.02874349,0.09309802,-0.1754179,0.09396253,-0.3938469,0.1741488
1.82,0.02819509,0.08980904,-0.175112,0.09400916,-0.3946105,0.1755854
1.823333,0.02734913,0.08642087,-0.1755042,0.09405197,-0.3928717,0.1765184
1.826667,0.02810154,0.08213244,-0.1777961,0.09289697,-0.3907362,0.1781534
1.83,0.03035312,0.07814537,-0.1796913,0.09204333,-0.3877957,0.1801889
1.833333,0.03190661,0.07525693,-0.1790841,0.09328777,-0.3858585,0.1825258
1.836667,0.03305956,0.07357012,-0.1778779,0.09543248,-0.3849208,0.1848589
1.84,0.03111116,0.07368003,-0.1766679,0.09707747,-0.3851847,0.1840944
1.843333,0.02916657,0.0734924,-0.1747637,0.09872627,-0.3844491,0.1819299
1.846667,0.02932007,0.07310259,-0.173054,0.09876908,-0.3826111,0.1804674
1.85,0.03086974,0.07161414,-0.17345,0.09881572,-0.3800712,0.1801035
1.853333,0.03172515,0.06932461,-0.1745403,0.1007621,-0.3777335,0.1811357
1.856667,0.03227537,0.06773698,-0.1745358,0.1031051,-0.3747969,0.1819734
1.86,0.03142942,0.06825125,-0.1730282,0.1059518,-0.3727605,0.1808084
1.863333,0.03048428,0.07066143,-0.1698194,0.1077951,-0.3736233,0.1787431
1.866667,0.02953533,0.07247269,-0.1664121,0.1080401,-0.3744861,0.1750795
1.87,0.02678966,0.07278479,-0.1647062,0.1080867,-0.374647,0.1711145
1.873333,0.02454371,0.07229579,-0.1635001,0.1068325,-0.3748117,0.1684503
1.876667,0.02519312,0.0704068,-0.1627937,0.1070775,-0.3733743,0.1668847
1.88,0.02484689,0.06811727,-0.161885,0.1080244,-0.3716354,0.1669175
1.883333,0.02500039,0.0675291,-0.1606789,0.1087691,-0.3711974,0.167656
1.886667,0.02555443,0.06694092,-0.1595719,0.1092125,-0.3707594,0.1700883
1.89,0.02440712,0.06745519,-0.1575646,0.110457,-0.3727247,0.1712235
1.893333,0.02205817,0.06746592,-0.1557558,0.1104044,-0.3732861,0.1708596
1.896667,0.01991141,0.06697693,-0.1561518,0.1074489,-0.3722492,0.172197
1.9,0.019466,0.06498875,-0.1587451,0.104295,-0.3704112,0.1735306
1.903333,0.02121785,0.06359949,-0.1603351,0.1016408,-0.3677721,0.175364
1.906667,0.02417134,0.0637094,-0.1618297,0.1016836,-0.3656366,0.1791008
1.91,0.02412266,0.06552449,-0.1624241,0.101631,-0.366198,0.1816361
1.913333,0.02337588,0.06773248,-0.1613171,0.1021736,-0.3679611,0.1826721
1.916667,0.02262911,0.06944457,-0.1598096,0.1026208,-0.3707236,0.1826058
1.92,0.02228289,0.06985584,-0.1588018,0.1012674,-0.3708845,0.1817421
1.923333,0.02343583,0.06797067,-0.1592932,0.09981102,-0.3705495,0.1819771
1.926667,0.02398987,0.06478087,-0.1599867,0.100056,-0.3700123,0.1837112
1.93,0.02444092,0.06179325,-0.1606803,0.09999964,-0.3677738,0.1853462
1.933333,0.02299606,0.06000344,-0.1604736,0.1011449,-0.3670344,0.1858826
1.936667,0.02224929,0.05991499,-0.158268,0.1025915,-0.3682978,0.1862167
1.94,0.01999952,0.05872791,-0.157058,0.1036376,-0.3707627,0.1848533
1.943333,0.01585386,0.05753701,-0.1549516,0.1025818,-0.3729225,0.1825897
1.946667,0.01370709,0.05554884,-0.152746,0.1006295,-0.3746856,0.1820236
1.95,0.01236141,0.0526604,-0.1522379,0.09897479,-0.3763495,0.1824607
1.953333,0.01221355,0.05057304,-0.1517298,0.09801815,-0.377712,0.1817954
1.956667,0.01236705,0.04978269,-0.1507258,0.09716451,-0.3784756,0.1835296
1.96,0.01252054,0.04949587,-0.148917,0.09630705,-0.3793346,0.184867
1.963333,0.0122735,0.05130714,-0.1467113,0.09685341,-0.3822002,0.1828017
1.966667,0.01142373,0.05271786,-0.143903,0.09519868,-0.3832613,0.1806373
1.97,0.01057778,0.05312914,-0.1422963,0.09284586,-0.3836244,0.1779693
1.973333,0.01163154,0.05244178,-0.1414907,0.08948979,-0.3822861,0.1759078
1.976667,0.01468421,0.05195279,-0.1413832,0.08783506,-0.3795479,0.1757422
1.98,0.01743552,0.05256624,-0.141577,0.08648169,-0.3790107,0.1760764
1.983333,0.01938955,0.0550756,-0.1412673,0.08472397,-0.3793738,0.1758116
1.986667,0.01994359,0.05908794,-0.1404617,0.08387033,-0.3807363,0.1761458
1.99,0.01919682,0.06129976,-0.1393547,0.08251696,-0.3830983,0.1755835
1.993333,0.01974705,0.06401129,-0.1390488,0.0810606,-0.3828624,0.1746169
1.996667,0.02030109,0.06432338,-0.1397424,0.07920751,-0.3829242,0.1733527
2,0.02325457,0.0645363,-0.1412332,0.07725142,-0.380987,0.1737898
2.003333,0.02520861,0.06354757,-0.1426287,0.0755967,-0.3770509,0.1751234
2.006667,0.02705964,0.06455775,-0.1429217,0.07494142,-0.3738129,0.1767584
2.01,0.02871232,0.06667038,-0.1429133,0.07748667,-0.3730735,0.1780958
2.013333,0.02846527,0.06798193,-0.1423061,0.0789333,-0.3724371,0.1771292
2.016667,0.02811904,0.06799266,-0.1420994,0.07887693,-0.3706983,0.1757658
2.02,0.02877227,0.06710312,-0.1433918,0.0779241,-0.3689633,0.1747992
2.023333,0.03092466,0.06581685,-0.1461835,0.07797074,-0.3665226,0.1752363
2.026667,0.03177625,0.06342814,-0.1484792,0.07931436,-0.3644862,0.1765699
2.03,0.03332974,0.06033752,-0.1496725,0.08026125,-0.3623507,0.1783041
2.033333,0.03348324,0.0587499,-0.1494658,0.08220379,-0.3626108,0.1798399
